Уровень календаря,Дата,Статистические показатели,ОКАТО,Значение,,,
1,01.01.2003,Число мужчин на 1 января,Гремячинский район,8206,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Гремячинский район', 8206);"
1,01.01.2003,Число мужчин на 1 января,Губахинский район,22043,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Губахинский район', 22043);"
1,01.01.2003,Число мужчин на 1 января,Добрянский район,28838,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Добрянский район', 28838);"
1,01.01.2003,Число мужчин на 1 января,Кизеловский район,15815,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кизеловский район', 15815);"
1,01.01.2003,Число мужчин на 1 января,Краснокамский район,32046,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Краснокамский район', 32046);"
1,01.01.2003,Число мужчин на 1 января,г. Кунгур,32466,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Кунгур', 32466);"
1,01.01.2003,Число мужчин на 1 января,Лысьвенский район,39003,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Лысьвенский район', 39003);"
1,01.01.2003,Число мужчин на 1 января,г. Соликамск,47657,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Соликамск', 47657);"
1,01.01.2003,Число мужчин на 1 января,Чайковский район,50779,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2003', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чайковский район', 50779);"
1,01.01.2004,Число мужчин на 1 января,Пермский край,1285990,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Пермский край', 1285990);"
1,01.01.2004,Число мужчин на 1 января,Бардымский район,13018,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Бардымский район', 13018);"
1,01.01.2004,Число мужчин на 1 января,Березовский район,8700,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Березовский район', 8700);"
1,01.01.2004,Число мужчин на 1 января,Большесосновский район,7046,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Большесосновский район', 7046);"
1,01.01.2004,Число мужчин на 1 января,Верещагинский район,20352,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Верещагинский район', 20352);"
1,01.01.2004,Число мужчин на 1 января,Горнозаводский район,13859,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Горнозаводский район', 13859);"
1,01.01.2004,Число мужчин на 1 января,Еловский район,6168,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Еловский район', 6168);"
1,01.01.2004,Число мужчин на 1 января,Ильинский район,9733,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Ильинский район', 9733);"
1,01.01.2004,Число мужчин на 1 января,Карагайский район,11476,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Карагайский район', 11476);"
1,01.01.2004,Число мужчин на 1 января,Кишертский район,7096,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кишертский район', 7096);"
1,01.01.2004,Число мужчин на 1 января,Красновишерский район,12889,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Красновишерский район', 12889);"
1,01.01.2004,Число мужчин на 1 января,Куединский район,14936,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Куединский район', 14936);"
1,01.01.2004,Число мужчин на 1 января,Кунгурский район,22140,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кунгурский район', 22140);"
1,01.01.2004,Число мужчин на 1 января,Нытвенский район,21887,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Нытвенский район', 21887);"
1,01.01.2004,Число мужчин на 1 января,Октябрьский район,17142,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Октябрьский район', 17142);"
1,01.01.2004,Число мужчин на 1 января,Ординский район,7939,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Ординский район', 7939);"
1,01.01.2004,Число мужчин на 1 января,Осинский район,15606,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Осинский район', 15606);"
1,01.01.2004,Число мужчин на 1 января,Оханский район,8303,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Оханский район', 8303);"
1,01.01.2004,Число мужчин на 1 января,Очерский район,11760,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Очерский район', 11760);"
1,01.01.2004,Число мужчин на 1 января,Пермский район,42768,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Пермский район', 42768);"
1,01.01.2004,Число мужчин на 1 января,Сивинский район,8078,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Сивинский район', 8078);"
1,01.01.2004,Число мужчин на 1 января,Соликамский район,9794,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Соликамский район', 9794);"
1,01.01.2004,Число мужчин на 1 января,Суксунский район,10251,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Суксунский район', 10251);"
1,01.01.2004,Число мужчин на 1 января,Уинский район,6327,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Уинский район', 6327);"
1,01.01.2004,Число мужчин на 1 января,Усольский район,5889,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Усольский район', 5889);"
1,01.01.2004,Число мужчин на 1 января,Частинский район,7018,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Частинский район', 7018);"
1,01.01.2004,Число мужчин на 1 января,Чердынский район,20470,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чердынский район', 20470);"
1,01.01.2004,Число мужчин на 1 января,Чернушинский район,25193,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чернушинский район', 25193);"
1,01.01.2004,Число мужчин на 1 января,Чусовской район,34873,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чусовской район', 34873);"
1,01.01.2004,Число мужчин на 1 января,г. Пермь,451677,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Пермь', 451677);"
1,01.01.2004,Число мужчин на 1 января,Александровский район,16842,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Александровский район', 16842);"
1,01.01.2004,Число мужчин на 1 января,г. Березники,77881,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Березники', 77881);"
1,01.01.2004,Число мужчин на 1 января,Гремячинский район,7675,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Гремячинский район', 7675);"
1,01.01.2004,Число мужчин на 1 января,Губахинский район,21408,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Губахинский район', 21408);"
1,01.01.2004,Число мужчин на 1 января,Добрянский район,28605,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Добрянский район', 28605);"
1,01.01.2004,Число мужчин на 1 января,Кизеловский район,15242,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кизеловский район', 15242);"
1,01.01.2004,Число мужчин на 1 января,Краснокамский район,31779,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Краснокамский район', 31779);"
1,01.01.2004,Число мужчин на 1 января,г. Кунгур,32169,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Кунгур', 32169);"
1,01.01.2004,Число мужчин на 1 января,Лысьвенский район,38779,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Лысьвенский район', 38779);"
1,01.01.2004,Число мужчин на 1 января,г. Соликамск,47047,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Соликамск', 47047);"
1,01.01.2004,Число мужчин на 1 января,Чайковский район,50378,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чайковский район', 50378);"
1,01.01.2005,Число мужчин на 1 января,Пермский край,1268996,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Пермский край', 1268996);"
1,01.01.2005,Число мужчин на 1 января,Бардымский район,12984,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Бардымский район', 12984);"
1,01.01.2005,Число мужчин на 1 января,Березовский район,8627,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Березовский район', 8627);"
1,01.01.2005,Число мужчин на 1 января,Большесосновский район,6944,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Большесосновский район', 6944);"
1,01.01.2005,Число мужчин на 1 января,Верещагинский район,20294,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Верещагинский район', 20294);"
1,01.01.2005,Число мужчин на 1 января,Горнозаводский район,13665,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Горнозаводский район', 13665);"
1,01.01.2005,Число мужчин на 1 января,Еловский район,6084,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Еловский район', 6084);"
1,01.01.2005,Число мужчин на 1 января,Ильинский район,9628,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Ильинский район', 9628);"
1,01.01.2005,Число мужчин на 1 января,Карагайский район,11411,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Карагайский район', 11411);"
1,01.01.2005,Число мужчин на 1 января,Кишертский район,7061,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кишертский район', 7061);"
1,01.01.2005,Число мужчин на 1 января,Красновишерский район,12773,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Красновишерский район', 12773);"
1,01.01.2005,Число мужчин на 1 января,Куединский район,14777,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Куединский район', 14777);"
1,01.01.2005,Число мужчин на 1 января,Кунгурский район,22130,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кунгурский район', 22130);"
1,01.01.2005,Число мужчин на 1 января,Нытвенский район,21601,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Нытвенский район', 21601);"
1,01.01.2005,Число мужчин на 1 января,Октябрьский район,17005,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Октябрьский район', 17005);"
1,01.01.2005,Число мужчин на 1 января,Ординский район,7831,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Ординский район', 7831);"
1,01.01.2005,Число мужчин на 1 января,Осинский район,15393,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Осинский район', 15393);"
1,01.01.2005,Число мужчин на 1 января,Оханский район,8231,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Оханский район', 8231);"
1,01.01.2005,Число мужчин на 1 января,Очерский район,11632,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Очерский район', 11632);"
1,01.01.2005,Число мужчин на 1 января,Пермский район,42296,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Пермский район', 42296);"
1,01.01.2005,Число мужчин на 1 января,Сивинский район,5955,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Сивинский район', 5955);"
1,01.01.2005,Число мужчин на 1 января,Соликамский район,9670,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Соликамский район', 9670);"
1,01.01.2005,Число мужчин на 1 января,Суксунский район,10122,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Суксунский район', 10122);"
1,01.01.2005,Число мужчин на 1 января,Уинский район,6293,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Уинский район', 6293);"
1,01.01.2005,Число мужчин на 1 января,Усольский район,5696,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Усольский район', 5696);"
1,01.01.2005,Число мужчин на 1 января,Частинский район,7002,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Частинский район', 7002);"
1,01.01.2005,Число мужчин на 1 января,Чердынский район,20202,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чердынский район', 20202);"
1,01.01.2005,Число мужчин на 1 января,Чернушинский район,24993,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чернушинский район', 24993);"
1,01.01.2005,Число мужчин на 1 января,Чусовской район,34353,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чусовской район', 34353);"
1,01.01.2005,Число мужчин на 1 января,г. Пермь,448670,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Пермь', 448670);"
1,01.01.2005,Число мужчин на 1 января,Александровский район,16533,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Александровский район', 16533);"
1,01.01.2005,Число мужчин на 1 января,г. Березники,77040,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Березники', 77040);"
1,01.01.2005,Число мужчин на 1 января,Гремячинский район,7312,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Гремячинский район', 7312);"
1,01.01.2005,Число мужчин на 1 января,Губахинский район,20806,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Губахинский район', 20806);"
1,01.01.2005,Число мужчин на 1 января,Добрянский район,28451,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Добрянский район', 28451);"
1,01.01.2005,Число мужчин на 1 января,Кизеловский район,14799,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кизеловский район', 14799);"
1,01.01.2005,Число мужчин на 1 января,Краснокамский район,31498,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Краснокамский район', 31498);"
1,01.01.2005,Число мужчин на 1 января,г. Кунгур,31967,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Кунгур', 31967);"
1,01.01.2005,Число мужчин на 1 января,Лысьвенский район,38515,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Лысьвенский район', 38515);"
1,01.01.2005,Число мужчин на 1 января,г. Соликамск,46477,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Соликамск', 46477);"
1,01.01.2005,Число мужчин на 1 января,Чайковский район,50250,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Чайковский район', 50250);"
1,01.01.2006,Число мужчин на 1 января,Пермский край,1251196,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Пермский край', 1251196);"
1,01.01.2006,Число мужчин на 1 января,Гайнский район,8092,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Гайнский район', 8092);"
1,01.01.2006,Число мужчин на 1 января,Косинский район,3855,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Косинский район', 3855);"
1,01.01.2006,Число мужчин на 1 января,Кочевский район,6218,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кочевский район', 6218);"
1,01.01.2006,Число мужчин на 1 января,Кудымкарский район,13561,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кудымкарский район', 13561);"
1,01.01.2006,Число мужчин на 1 января,Юрлинский район,5572,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Юрлинский район', 5572);"
1,01.01.2006,Число мужчин на 1 января,Юсьвинский район,11030,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Юсьвинский район', 11030);"
1,01.01.2006,Число мужчин на 1 января,г. Кудымкар,13953,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'г. Кудымкар', 13953);"
1,01.01.2006,Число мужчин на 1 января,Бардымский район,12953,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Бардымский район', 12953);"
1,01.01.2006,Число мужчин на 1 января,Березовский район,8561,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Березовский район', 8561);"
1,01.01.2006,Число мужчин на 1 января,Большесосновский район,6809,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Большесосновский район', 6809);"
1,01.01.2006,Число мужчин на 1 января,Верещагинский район,20174,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Верещагинский район', 20174);"
1,01.01.2006,Число мужчин на 1 января,Горнозаводский район,13384,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Горнозаводский район', 13384);"
1,01.01.2006,Число мужчин на 1 января,Еловский район,6025,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Еловский район', 6025);"
1,01.01.2006,Число мужчин на 1 января,Ильинский район,9543,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Ильинский район', 9543);"
1,01.01.2006,Число мужчин на 1 января,Карагайский район,11341,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Карагайский район', 11341);"
1,01.01.2006,Число мужчин на 1 января,Кишертский район,6982,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кишертский район', 6982);"
1,01.01.2006,Число мужчин на 1 января,Красновишерский район,12658,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Красновишерский район', 12658);"
1,01.01.2006,Число мужчин на 1 января,Куединский район,14695,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Куединский район', 14695);"
1,01.01.2006,Число мужчин на 1 января,Кунгурский район,22027,0,,"INSERT INTO stat_Permsky_men (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число мужчин на 1 января', 'Кунгурский район', 22027);"
