Уровень календаря,Дата,Статистические показатели,ОКАТО,Значение,,,
1,01.01.2004,Число женщин на 1 января,Бардымский район,14617,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Бардымский район', 14617);"
1,01.01.2004,Число женщин на 1 января,Березовский район,9621,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Березовский район', 9621);"
1,01.01.2004,Число женщин на 1 января,Большесосновский район,7913,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Большесосновский район', 7913);"
1,01.01.2004,Число женщин на 1 января,Верещагинский район,23534,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Верещагинский район', 23534);"
1,01.01.2004,Число женщин на 1 января,Горнозаводский район,15888,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Горнозаводский район', 15888);"
1,01.01.2004,Число женщин на 1 января,Еловский район,6737,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Еловский район', 6737);"
1,01.01.2004,Число женщин на 1 января,Ильинский район,11108,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ильинский район', 11108);"
1,01.01.2004,Число женщин на 1 января,Карагайский район,13183,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Карагайский район', 13183);"
1,01.01.2004,Число женщин на 1 января,Кишертский район,7891,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кишертский район', 7891);"
1,01.01.2004,Число женщин на 1 января,Красновишерский район,14279,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Красновишерский район', 14279);"
1,01.01.2004,Число женщин на 1 января,Куединский район,16346,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Куединский район', 16346);"
1,01.01.2004,Число женщин на 1 января,Кунгурский район,24409,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кунгурский район', 24409);"
1,01.01.2004,Число женщин на 1 января,Нытвенский район,25373,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Нытвенский район', 25373);"
1,01.01.2004,Число женщин на 1 января,Октябрьский район,18913,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Октябрьский район', 18913);"
1,01.01.2004,Число женщин на 1 января,Ординский район,8953,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ординский район', 8953);"
1,01.01.2004,Число женщин на 1 января,Осинский район,17741,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Осинский район', 17741);"
1,01.01.2004,Число женщин на 1 января,Оханский район,9359,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Оханский район', 9359);"
1,01.01.2004,Число женщин на 1 января,Очерский район,13366,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Очерский район', 13366);"
1,01.01.2004,Число женщин на 1 января,Пермский район,47867,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Пермский район', 47867);"
1,01.01.2004,Число женщин на 1 января,Сивинский район,9133,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Сивинский район', 9133);"
1,01.01.2004,Число женщин на 1 января,Соликамский район,8049,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Соликамский район', 8049);"
1,01.01.2004,Число женщин на 1 января,Суксунский район,11492,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Суксунский район', 11492);"
1,01.01.2004,Число женщин на 1 января,Уинский район,6993,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Уинский район', 6993);"
1,01.01.2004,Число женщин на 1 января,Усольский район,7009,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Усольский район', 7009);"
1,01.01.2004,Число женщин на 1 января,Частинский район,7578,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Частинский район', 7578);"
1,01.01.2004,Число женщин на 1 января,Чердынский район,13982,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чердынский район', 13982);"
1,01.01.2004,Число женщин на 1 января,Чернушинский район,28118,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чернушинский район', 28118);"
1,01.01.2004,Число женщин на 1 января,Чусовской район,41236,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чусовской район', 41236);"
1,01.01.2004,Число женщин на 1 января,г. Пермь,552186,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Пермь', 552186);"
1,01.01.2004,Число женщин на 1 января,Александровский район,19285,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Александровский район', 19285);"
1,01.01.2004,Число женщин на 1 января,г. Березники,95683,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Березники', 95683);"
1,01.01.2004,Число женщин на 1 января,Гремячинский район,9349,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Гремячинский район', 9349);"
1,01.01.2004,Число женщин на 1 января,Губахинский район,23090,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Губахинский район', 23090);"
1,01.01.2004,Число женщин на 1 января,Добрянский район,33449,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Добрянский район', 33449);"
1,01.01.2004,Число женщин на 1 января,Кизеловский район,18500,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кизеловский район', 18500);"
1,01.01.2004,Число женщин на 1 января,Краснокамский район,39050,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Краснокамский район', 39050);"
1,01.01.2004,Число женщин на 1 января,г. Кунгур,36098,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Кунгур', 36098);"
1,01.01.2004,Число женщин на 1 января,Лысьвенский район,46632,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Лысьвенский район', 46632);"
1,01.01.2004,Число женщин на 1 января,г. Соликамск,54392,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Соликамск', 54392);"
1,01.01.2004,Число женщин на 1 января,Чайковский район,58701,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2004', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чайковский район', 58701);"
1,01.01.2005,Число женщин на 1 января,Пермский край,1482566,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Пермский край', 1482566);"
1,01.01.2005,Число женщин на 1 января,Бардымский район,14600,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Бардымский район', 14600);"
1,01.01.2005,Число женщин на 1 января,Березовский район,9584,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Березовский район', 9584);"
1,01.01.2005,Число женщин на 1 января,Большесосновский район,7827,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Большесосновский район', 7827);"
1,01.01.2005,Число женщин на 1 января,Верещагинский район,23429,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Верещагинский район', 23429);"
1,01.01.2005,Число женщин на 1 января,Горнозаводский район,15737,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Горнозаводский район', 15737);"
1,01.01.2005,Число женщин на 1 января,Еловский район,6658,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Еловский район', 6658);"
1,01.01.2005,Число женщин на 1 января,Ильинский район,11021,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ильинский район', 11021);"
1,01.01.2005,Число женщин на 1 января,Карагайский район,13092,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Карагайский район', 13092);"
1,01.01.2005,Число женщин на 1 января,Кишертский район,7839,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кишертский район', 7839);"
1,01.01.2005,Число женщин на 1 января,Красновишерский район,14181,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Красновишерский район', 14181);"
1,01.01.2005,Число женщин на 1 января,Куединский район,16275,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Куединский район', 16275);"
1,01.01.2005,Число женщин на 1 января,Кунгурский район,24437,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кунгурский район', 24437);"
1,01.01.2005,Число женщин на 1 января,Нытвенский район,25173,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Нытвенский район', 25173);"
1,01.01.2005,Число женщин на 1 января,Октябрьский район,18784,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Октябрьский район', 18784);"
1,01.01.2005,Число женщин на 1 января,Ординский район,8811,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ординский район', 8811);"
1,01.01.2005,Число женщин на 1 января,Осинский район,17505,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Осинский район', 17505);"
1,01.01.2005,Число женщин на 1 января,Оханский район,9338,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Оханский район', 9338);"
1,01.01.2005,Число женщин на 1 января,Очерский район,13288,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Очерский район', 13288);"
1,01.01.2005,Число женщин на 1 января,Пермский район,47398,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Пермский район', 47398);"
1,01.01.2005,Число женщин на 1 января,Сивинский район,9073,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Сивинский район', 9073);"
1,01.01.2005,Число женщин на 1 января,Соликамский район,8001,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Соликамский район', 8001);"
1,01.01.2005,Число женщин на 1 января,Суксунский район,11407,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Суксунский район', 11407);"
1,01.01.2005,Число женщин на 1 января,Уинский район,6903,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Уинский район', 6903);"
1,01.01.2005,Число женщин на 1 января,Усольский район,6836,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Усольский район', 6836);"
1,01.01.2005,Число женщин на 1 января,Частинский район,7567,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Частинский район', 7567);"
1,01.01.2005,Число женщин на 1 января,Чердынский район,13809,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чердынский район', 13809);"
1,01.01.2005,Число женщин на 1 января,Чернушинский район,27944,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чернушинский район', 27944);"
1,01.01.2005,Число женщин на 1 января,Чусовской район,40930,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чусовской район', 40930);"
1,01.01.2005,Число женщин на 1 января,г. Пермь,550012,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Пермь', 550012);"
1,01.01.2005,Число женщин на 1 января,Александровский район,19116,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Александровский район', 19116);"
1,01.01.2005,Число женщин на 1 января,г. Березники,95034,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Березники', 95034);"
1,01.01.2005,Число женщин на 1 января,Гремячинский район,9031,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Гремячинский район', 9031);"
1,01.01.2005,Число женщин на 1 января,Губахинский район,22498,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Губахинский район', 22498);"
1,01.01.2005,Число женщин на 1 января,Добрянский район,33359,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Добрянский район', 33359);"
1,01.01.2005,Число женщин на 1 января,Кизеловский район,18222,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кизеловский район', 18222);"
1,01.01.2005,Число женщин на 1 января,Краснокамский район,38908,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Краснокамский район', 38908);"
1,01.01.2005,Число женщин на 1 января,г. Кунгур,36029,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Кунгур', 36029);"
1,01.01.2005,Число женщин на 1 января,Лысьвенский район,46403,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Лысьвенский район', 46403);"
1,01.01.2005,Число женщин на 1 января,г. Соликамск,53966,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Соликамск', 53966);"
1,01.01.2005,Число женщин на 1 января,Чайковский район,58697,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2005', '%d.%m.%Y'), 'Число женщин на 1 января', 'Чайковский район', 58697);"
1,01.01.2006,Число женщин на 1 января,Пермский край,1467569,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Пермский край', 1467569);"
1,01.01.2006,Число женщин на 1 января,Гайнский район,8480,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Гайнский район', 8480);"
1,01.01.2006,Число женщин на 1 января,Косинский район,4076,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Косинский район', 4076);"
1,01.01.2006,Число женщин на 1 января,Кочевский район,6134,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кочевский район', 6134);"
1,01.01.2006,Число женщин на 1 января,Кудымкарский район,14756,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кудымкарский район', 14756);"
1,01.01.2006,Число женщин на 1 января,Юрлинский район,5794,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Юрлинский район', 5794);"
1,01.01.2006,Число женщин на 1 января,Юсьвинский район,11973,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Юсьвинский район', 11973);"
1,01.01.2006,Число женщин на 1 января,г. Кудымкар,17770,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'г. Кудымкар', 17770);"
1,01.01.2006,Число женщин на 1 января,Бардымский район,14490,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Бардымский район', 14490);"
1,01.01.2006,Число женщин на 1 января,Березовский район,9526,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Березовский район', 9526);"
1,01.01.2006,Число женщин на 1 января,Большесосновский район,7668,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Большесосновский район', 7668);"
1,01.01.2006,Число женщин на 1 января,Верещагинский район,23343,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Верещагинский район', 23343);"
1,01.01.2006,Число женщин на 1 января,Горнозаводский район,15500,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Горнозаводский район', 15500);"
1,01.01.2006,Число женщин на 1 января,Еловский район,6602,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Еловский район', 6602);"
1,01.01.2006,Число женщин на 1 января,Ильинский район,10983,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ильинский район', 10983);"
1,01.01.2006,Число женщин на 1 января,Карагайский район,13008,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Карагайский район', 13008);"
1,01.01.2006,Число женщин на 1 января,Кишертский район,7803,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кишертский район', 7803);"
1,01.01.2006,Число женщин на 1 января,Красновишерский район,14094,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Красновишерский район', 14094);"
1,01.01.2006,Число женщин на 1 января,Куединский район,16170,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Куединский район', 16170);"
1,01.01.2006,Число женщин на 1 января,Кунгурский район,24406,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Кунгурский район', 24406);"
1,01.01.2006,Число женщин на 1 января,Нытвенский район,24932,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Нытвенский район', 24932);"
1,01.01.2006,Число женщин на 1 января,Октябрьский район,18602,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Октябрьский район', 18602);"
1,01.01.2006,Число женщин на 1 января,Ординский район,8687,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Ординский район', 8687);"
1,01.01.2006,Число женщин на 1 января,Осинский район,17333,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Осинский район', 17333);"
1,01.01.2006,Число женщин на 1 января,Оханский район,9305,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Оханский район', 9305);"
1,01.01.2006,Число женщин на 1 января,Очерский район,13227,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Очерский район', 13227);"
1,01.01.2006,Число женщин на 1 января,Пермский район,47001,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Пермский район', 47001);"
1,01.01.2006,Число женщин на 1 января,Сивинский район,9021,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Сивинский район', 9021);"
1,01.01.2006,Число женщин на 1 января,Соликамский район,7992,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Соликамский район', 7992);"
1,01.01.2006,Число женщин на 1 января,Суксунский район,11284,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Суксунский район', 11284);"
1,01.01.2006,Число женщин на 1 января,Уинский район,6810,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Уинский район', 6810);"
1,01.01.2006,Число женщин на 1 января,Усольский район,7849,0,,"INSERT INTO stat_Permsky_women (date, about, region_name, count) VALUES (STR_TO_DATE('01.01.2006', '%d.%m.%Y'), 'Число женщин на 1 января', 'Усольский район', 7849);"
