Численность населения по итогам Всероссийской переписи населения (человек, значение показателя за год);;;
;;;
;;;2010
        Кемеровская область;городское население;Всего;2358901
        Кемеровская область;городское население;женщины;1286786
        Кемеровская область;городское население;мужчины;1072115
        Кемеровская область;сельское население;Всего;404234
        Кемеровская область;сельское население;женщины;209885
        Кемеровская область;сельское население;мужчины;194349
        Новосибирская область;все население;Всего;2665911
        Новосибирская область;все население;женщины;1426914
        Новосибирская область;все население;мужчины;1238997
        Новосибирская область;городское население;Всего;2059914
        Новосибирская область;городское население;женщины;1111626
        Новосибирская область;городское население;мужчины;948288
        Новосибирская область;сельское население;Всего;605997
        Новосибирская область;сельское население;женщины;315288
        Новосибирская область;сельское население;мужчины;290709
        Омская область;все население;Всего;1977665
        Омская область;все население;женщины;1064536
        Омская область;все население;мужчины;913129
        Омская область;городское население;Всего;1413226
        Омская область;городское население;женщины;769808
        Омская область;городское население;мужчины;643418
        Омская область;сельское население;Всего;564439
        Омская область;сельское население;женщины;294728
        Омская область;сельское население;мужчины;269711
        Томская область;все население;Всего;1047394
        Томская область;все население;женщины;555382
        Томская область;все население;мужчины;492012
        Томская область;городское население;Всего;735667
        Томская область;городское население;женщины;392923
        Томская область;городское население;мужчины;342744
        Томская область;сельское население;Всего;311727
        Томская область;сельское население;женщины;162459
        Томская область;сельское население;мужчины;149268
    Дальневосточный федеральный округ;все население;Всего;6293129
    Дальневосточный федеральный округ;все население;женщины;3271822
    Дальневосточный федеральный округ;все население;мужчины;3021307
    Дальневосточный федеральный округ;городское население;Всего;4705970
    Дальневосточный федеральный округ;городское население;женщины;2480022
    Дальневосточный федеральный округ;городское население;мужчины;2225948
    Дальневосточный федеральный округ;сельское население;Всего;1587159
    Дальневосточный федеральный округ;сельское население;женщины;791800
    Дальневосточный федеральный округ;сельское население;мужчины;795359
        Республика Саха (Якутия);все население;Всего;958528
        Республика Саха (Якутия);все население;женщины;492622
        Республика Саха (Якутия);все население;мужчины;465906
        Республика Саха (Якутия);городское население;Всего;614545
        Республика Саха (Якутия);городское население;женщины;317972
        Республика Саха (Якутия);городское население;мужчины;296573
        Республика Саха (Якутия);сельское население;Всего;343983
        Республика Саха (Якутия);сельское население;женщины;174650
        Республика Саха (Якутия);сельское население;мужчины;169333
        Камчатский край;все население;Всего;322079
        Камчатский край;все население;женщины;162437
        Камчатский край;все население;мужчины;159642
        Камчатский край;городское население;Всего;249150
        Камчатский край;городское население;женщины;126455
        Камчатский край;городское население;мужчины;122695
        Камчатский край;сельское население;Всего;72929
        Камчатский край;сельское население;женщины;35982
        Камчатский край;сельское население;мужчины;36947
        Приморский край;все население;Всего;1956497
        Приморский край;все население;женщины;1019680
        Приморский край;все население;мужчины;936817
        Приморский край;городское население;Всего;1488957
        Приморский край;городское население;женщины;786989
        Приморский край;городское население;мужчины;701968
        Приморский край;сельское население;Всего;467540
        Приморский край;сельское население;женщины;232691
        Приморский край;сельское население;мужчины;234849
        Хабаровский край;все население;Всего;1343869
        Хабаровский край;все население;женщины;704034
        Хабаровский край;все население;мужчины;639835
        Хабаровский край;городское население;Всего;1099714
        Хабаровский край;городское население;женщины;584750
        Хабаровский край;городское население;мужчины;514964
        Хабаровский край;сельское население;Всего;244155
        Хабаровский край;сельское население;женщины;119284
        Хабаровский край;сельское население;мужчины;124871
        Амурская область;все население;Всего;830103
        Амурская область;все население;женщины;436316
        Амурская область;все население;мужчины;393787
        Амурская область;городское население;Всего;554572
        Амурская область;городское население;женщины;297733
        Амурская область;городское население;мужчины;256839
        Амурская область;сельское население;Всего;275531
        Амурская область;сельское население;женщины;138583
        Амурская область;сельское население;мужчины;136948
        Магаданская область;все население;Всего;156996
        Магаданская область;все население;женщины;80601
        Магаданская область;все население;мужчины;76395
        Магаданская область;городское население;Всего;149811
        Магаданская область;городское население;женщины;77266
        Магаданская область;городское население;мужчины;72545
        Магаданская область;сельское население;Всего;7185
        Магаданская область;сельское население;женщины;3335
        Магаданская область;сельское население;мужчины;3850
        Сахалинская область;все население;Всего;497973
        Сахалинская область;все население;женщины;258462
        Сахалинская область;все население;мужчины;239511
        Сахалинская область;городское население;Всего;397106
        Сахалинская область;городское население;женщины;208141
        Сахалинская область;городское население;мужчины;188965
        Сахалинская область;сельское население;Всего;100867
        Сахалинская область;сельское население;женщины;50321
        Сахалинская область;сельское население;мужчины;50546
        Еврейская автономная область;все население;Всего;176558
        Еврейская автономная область;все население;женщины;92462
        Еврейская автономная область;все население;мужчины;84096
        Еврейская автономная область;городское население;Всего;119381
        Еврейская автономная область;городское население;женщины;64313
        Еврейская автономная область;городское население;мужчины;55068
        Еврейская автономная область;сельское население;Всего;57177
        Еврейская автономная область;сельское население;женщины;28149
        Еврейская автономная область;сельское население;мужчины;29028
        Чукотский автономный округ;все население;Всего;50526
        Чукотский автономный округ;все население;женщины;25208
        Чукотский автономный округ;все население;мужчины;25318
        Чукотский автономный округ;городское население;Всего;32734
        Чукотский автономный округ;городское население;женщины;16403
        Чукотский автономный округ;городское население;мужчины;16331
        Чукотский автономный округ;сельское население;Всего;17792
        Чукотский автономный округ;сельское население;женщины;8805
        Чукотский автономный округ;сельское население;мужчины;8987
Республика Адыгея;все население;Всего;439996
Республика Адыгея;все население;женщины;235471
Республика Адыгея;все население;мужчины;204525
Республика Адыгея;городское население;Всего;223895
Республика Адыгея;городское население;женщины;122223
Республика Адыгея;городское население;мужчины;101672
Республика Адыгея;сельское население;Всего;216101
Республика Адыгея;сельское население;женщины;113248
Республика Адыгея;сельское население;мужчины;102853
Республика Калмыкия;все население;Всего;289481
Республика Калмыкия;все население;женщины;150181
Республика Калмыкия;все население;мужчины;139300
Республика Калмыкия;городское население;Всего;127637
Республика Калмыкия;городское население;женщины;69018
Республика Калмыкия;городское население;мужчины;58619
Республика Калмыкия;сельское население;Всего;161844
Республика Калмыкия;сельское население;женщины;81163
Республика Калмыкия;сельское население;мужчины;80681
Краснодарский край;все население;Всего;5226647
Краснодарский край;все население;женщины;2803161
Краснодарский край;все население;мужчины;2423486
Краснодарский край;городское население;Всего;2765435
Краснодарский край;городское население;женщины;1501397
Краснодарский край;городское население;мужчины;1264038
Краснодарский край;сельское население;Всего;2461212
Краснодарский край;сельское население;женщины;1301764
Краснодарский край;сельское население;мужчины;1159448
Астраханская область;все население;Всего;1010073
Астраханская область;все население;женщины;536846
Астраханская область;все население;мужчины;473227
Астраханская область;городское население;Всего;673737
Астраханская область;городское население;женщины;362223
Астраханская область;городское население;мужчины;311514
Астраханская область;сельское население;Всего;336336
Астраханская область;сельское население;женщины;174623
Астраханская область;сельское население;мужчины;161713
Волгоградская область;все население;Всего;2610161
Волгоградская область;все население;женщины;1401714
Волгоградская область;все население;мужчины;1208447
Волгоградская область;городское население;Всего;1983322
Волгоградская область;городское население;женщины;1076349
Волгоградская область;городское население;мужчины;906973
Волгоградская область;сельское население;Всего;626839
Волгоградская область;сельское население;женщины;325365
Волгоградская область;сельское население;мужчины;301474
Ростовская область;все население;Всего;4277976
Ростовская область;все население;женщины;2298422
Ростовская область;все население;мужчины;1979554
Ростовская область;городское население;Всего;2875121
Ростовская область;городское население;женщины;1562431
Ростовская область;городское население;мужчины;1312690
Ростовская область;сельское население;Всего;1402855
Ростовская область;сельское население;женщины;735991
Ростовская область;сельское население;мужчины;666864
