Уровень календаря;Дата;Статистические показатели;ОКАТО;Значение
1;01.01.2009;Число мужчин на 1 января;Соликамский район;9591,00
1;01.01.2009;Число мужчин на 1 января;Суксунский район;9819,00
1;01.01.2009;Число мужчин на 1 января;Уинский район;5952,00
1;01.01.2009;Число мужчин на 1 января;Усольский район;6171,00
1;01.01.2009;Число мужчин на 1 января;Частинский район;6939,00
1;01.01.2009;Число мужчин на 1 января;Чердынский район;18993,00
1;01.01.2009;Число мужчин на 1 января;Чернушинский район;24654,00
1;01.01.2009;Число мужчин на 1 января;Чусовской район;32924,00
1;01.01.2009;Число мужчин на 1 января;г. Пермь;440986,00
1;01.01.2009;Число мужчин на 1 января;Александровский район;15787,00
1;01.01.2009;Число мужчин на 1 января;г. Березники;73291,00
1;01.01.2009;Число мужчин на 1 января;Гремячинский район;6365,00
1;01.01.2009;Число мужчин на 1 января;Губахинский район;18609,00
1;01.01.2009;Число мужчин на 1 января;Добрянский район;28289,00
1;01.01.2009;Число мужчин на 1 января;Кизеловский район;13387,00
1;01.01.2009;Число мужчин на 1 января;Краснокамский район;31212,00
1;01.01.2009;Число мужчин на 1 января;г. Кунгур;31884,00
1;01.01.2009;Число мужчин на 1 января;Лысьвенский район;37209,00
1;01.01.2009;Число мужчин на 1 января;г. Соликамск;44146,00
1;01.01.2009;Число мужчин на 1 января;Чайковский район;49971,00
1;01.01.2010;Число мужчин на 1 января;Пермский край;1214034,00
1;01.01.2010;Число мужчин на 1 января;Гайнский район;7679,00
1;01.01.2010;Число мужчин на 1 января;Косинский район;3693,00
1;01.01.2010;Число мужчин на 1 января;Кочевский район;6210,00
1;01.01.2010;Число мужчин на 1 января;Кудымкарский район;13079,00
1;01.01.2010;Число мужчин на 1 января;Юрлинский район;5304,00
1;01.01.2010;Число мужчин на 1 января;Юсьвинский район;10679,00
1;01.01.2010;Число мужчин на 1 января;г. Кудымкар;13472,00
1;01.01.2010;Число мужчин на 1 января;Бардымский район;13200,00
1;01.01.2010;Число мужчин на 1 января;Березовский район;8491,00
1;01.01.2010;Число мужчин на 1 января;Большесосновский район;6693,00
1;01.01.2010;Число мужчин на 1 января;Верещагинский район;20163,00
1;01.01.2010;Число мужчин на 1 января;Горнозаводский район;12544,00
1;01.01.2010;Число мужчин на 1 января;Еловский район;5794,00
1;01.01.2010;Число мужчин на 1 января;Ильинский район;9388,00
1;01.01.2010;Число мужчин на 1 января;Карагайский район;10981,00
1;01.01.2010;Число мужчин на 1 января;Кишертский район;6867,00
1;01.01.2010;Число мужчин на 1 января;Красновишерский район;12255,00
1;01.01.2010;Число мужчин на 1 января;Куединский район;14422,00
1;01.01.2010;Число мужчин на 1 января;Кунгурский район;22211,00
1;01.01.2010;Число мужчин на 1 января;Нытвенский район;20758,00
1;01.01.2010;Число мужчин на 1 января;Октябрьский район;16461,00
1;01.01.2010;Число мужчин на 1 января;Ординский район;7649,00
1;01.01.2010;Число мужчин на 1 января;Осинский район;14947,00
1;01.01.2010;Число мужчин на 1 января;Оханский район;7903,00
1;01.01.2010;Число мужчин на 1 января;Очерский район;11421,00
1;01.01.2010;Число мужчин на 1 января;Пермский район;40838,00
1;01.01.2010;Число мужчин на 1 января;Сивинский район;7867,00
1;01.01.2010;Число мужчин на 1 января;Соликамский район;9471,00
1;01.01.2010;Число мужчин на 1 января;Суксунский район;9767,00
1;01.01.2010;Число мужчин на 1 января;Уинский район;5831,00
1;01.01.2010;Число мужчин на 1 января;Усольский район;6135,00
1;01.01.2010;Число мужчин на 1 января;Частинский район;7011,00
1;01.01.2010;Число мужчин на 1 января;Чердынский район;18770,00
1;01.01.2010;Число мужчин на 1 января;Чернушинский район;24606,00
1;01.01.2010;Число мужчин на 1 января;Чусовской район;32575,00
1;01.01.2010;Число мужчин на 1 января;г. Пермь;440740,00
1;01.01.2010;Число мужчин на 1 января;Александровский район;15737,00
1;01.01.2010;Число мужчин на 1 января;г. Березники;72894,00
1;01.01.2010;Число мужчин на 1 января;Гремячинский район;6216,00
1;01.01.2010;Число мужчин на 1 января;Губахинский район;18162,00
1;01.01.2010;Число мужчин на 1 января;Добрянский район;28393,00
1;01.01.2010;Число мужчин на 1 января;Кизеловский район;13159,00
1;01.01.2010;Число мужчин на 1 января;Краснокамский район;31322,00
1;01.01.2010;Число мужчин на 1 января;г. Кунгур;31768,00
1;01.01.2010;Число мужчин на 1 января;Лысьвенский район;36998,00
1;01.01.2010;Число мужчин на 1 января;г. Соликамск;43588,00
1;01.01.2010;Число мужчин на 1 января;Чайковский район;49973,00
1;01.01.2011;Число мужчин на 1 января;Пермский край;1206242,00
1;01.01.2011;Число мужчин на 1 января;Гайнский район;6746,00
1;01.01.2011;Число мужчин на 1 января;Косинский район;3524,00
1;01.01.2011;Число мужчин на 1 января;Кочевский район;5593,00
1;01.01.2011;Число мужчин на 1 января;Кудымкарский район;12450,00
1;01.01.2011;Число мужчин на 1 января;Юрлинский район;4712,00
1;01.01.2011;Число мужчин на 1 января;Юсьвинский район;9287,00
1;01.01.2011;Число мужчин на 1 января;г. Кудымкар;13048,00
1;01.01.2011;Число мужчин на 1 января;Бардымский район;12063,00
1;01.01.2011;Число мужчин на 1 января;Березовский район;8116,00
1;01.01.2011;Число мужчин на 1 января;Большесосновский район;6218,00
1;01.01.2011;Число мужчин на 1 января;Верещагинский район;19216,00
1;01.01.2011;Число мужчин на 1 января;Горнозаводский район;12141,00
1;01.01.2011;Число мужчин на 1 января;Еловский район;5119,00
1;01.01.2011;Число мужчин на 1 января;Ильинский район;9166,00
1;01.01.2011;Число мужчин на 1 января;Карагайский район;10636,00
1;01.01.2011;Число мужчин на 1 января;Кишертский район;6003,00
1;01.01.2011;Число мужчин на 1 января;Красновишерский район;10482,00
1;01.01.2011;Число мужчин на 1 января;Куединский район;12752,00
1;01.01.2011;Число мужчин на 1 января;Кунгурский район;20075,00
1;01.01.2011;Число мужчин на 1 января;Нытвенский район;20026,00
1;01.01.2011;Число мужчин на 1 января;Октябрьский район;14420,00
1;01.01.2011;Число мужчин на 1 января;Ординский район;7324,00
1;01.01.2011;Число мужчин на 1 января;Осинский район;13884,00
1;01.01.2011;Число мужчин на 1 января;Оханский район;7535,00
1;01.01.2011;Число мужчин на 1 января;Очерский район;10632,00
1;01.01.2011;Число мужчин на 1 января;Пермский район;48773,00
1;01.01.2011;Число мужчин на 1 января;Сивинский район;6901,00
1;01.01.2011;Число мужчин на 1 января;Соликамский район;9547,00
1;01.01.2011;Число мужчин на 1 января;Суксунский район;9378,00
1;01.01.2011;Число мужчин на 1 января;Уинский район;5428,00
1;01.01.2011;Число мужчин на 1 января;Усольский район;6732,00
1;01.01.2011;Число мужчин на 1 января;Частинский район;6147,00
1;01.01.2011;Число мужчин на 1 января;Чердынский район;13676,00
1;01.01.2011;Число мужчин на 1 января;Чернушинский район;23999,00
1;01.01.2011;Число мужчин на 1 января;Чусовской район;34087,00
1;01.01.2011;Число мужчин на 1 января;г. Пермь;437667,00
1;01.01.2011;Число мужчин на 1 января;Александровский район;14394,00
1;01.01.2011;Число мужчин на 1 января;г. Березники;69470,00
1;01.01.2011;Число мужчин на 1 января;Гремячинский район;6034,00
1;01.01.2011;Число мужчин на 1 января;Губахинский район;19329,00
1;01.01.2011;Число мужчин на 1 января;Добрянский район;26174,00
1;01.01.2011;Число мужчин на 1 января;Кизеловский район;11089,00
1;01.01.2011;Число мужчин на 1 января;Краснокамский район;31532,00
1;01.01.2011;Число мужчин на 1 января;г. Кунгур;30227,00
1;01.01.2011;Число мужчин на 1 января;Лысьвенский район;35284,00
1;01.01.2011;Число мужчин на 1 января;г. Соликамск;46577,00
1;01.01.2011;Число мужчин на 1 января;Чайковский район;47659,00
1;01.01.2012;Число мужчин на 1 января;Пермский край;1205499,00
1;01.01.2012;Число мужчин на 1 января;Гайнский район;6541,00
1;01.01.2012;Число мужчин на 1 января;Косинский район;3478,00
1;01.01.2012;Число мужчин на 1 января;Кочевский район;5524,00
1;01.01.2012;Число мужчин на 1 января;Кудымкарский район;12371,00
1;01.01.2012;Число мужчин на 1 января;Юрлинский район;4615,00
1;01.01.2012;Число мужчин на 1 января;Юсьвинский район;9250,00
1;01.01.2012;Число мужчин на 1 января;г. Кудымкар;13228,00
1;01.01.2012;Число мужчин на 1 января;Бардымский район;12077,00
1;01.01.2012;Число мужчин на 1 января;Березовский район;7956,00
1;01.01.2012;Число мужчин на 1 января;Большесосновский район;6258,00
1;01.01.2012;Число мужчин на 1 января;Верещагинский район;19165,00
1;01.01.2012;Число мужчин на 1 января;Горнозаводский район;12012,00
1;01.01.2012;Число мужчин на 1 января;Еловский район;4995,00
1;01.01.2012;Число мужчин на 1 января;Ильинский район;9173,00
1;01.01.2012;Число мужчин на 1 января;Карагайский район;10701,00
1;01.01.2012;Число мужчин на 1 января;Кишертский район;5955,00
1;01.01.2012;Число мужчин на 1 января;Красновишерский район;10363,00
1;01.01.2012;Число мужчин на 1 января;Куединский район;12698,00
1;01.01.2012;Число мужчин на 1 января;Кунгурский район;20411,00
1;01.01.2012;Число мужчин на 1 января;Нытвенский район;19815,00
1;01.01.2012;Число мужчин на 1 января;Октябрьский район;14275,00
1;01.01.2012;Число мужчин на 1 января;Ординский район;7382,00
1;01.01.2012;Число мужчин на 1 января;Осинский район;13922,00
1;01.01.2012;Число мужчин на 1 января;Оханский район;7666,00
1;01.01.2012;Число мужчин на 1 января;Очерский район;10651,00
1;01.01.2012;Число мужчин на 1 января;Пермский район;48765,00
1;01.01.2012;Число мужчин на 1 января;Сивинский район;6815,00
1;01.01.2012;Число мужчин на 1 января;Соликамский район;9550,00
1;01.01.2012;Число мужчин на 1 января;Суксунский район;9372,00
1;01.01.2012;Число мужчин на 1 января;Уинский район;5266,00
1;01.01.2012;Число мужчин на 1 января;Усольский район;6773,00
1;01.01.2012;Число мужчин на 1 января;Частинский район;6224,00
1;01.01.2012;Число мужчин на 1 января;Чердынский район;13281,00
1;01.01.2012;Число мужчин на 1 января;Чернушинский район;24040,00
1;01.01.2012;Число мужчин на 1 января;Чусовской район;33862,00
1;01.01.2012;Число мужчин на 1 января;г. Пермь;440934,00
1;01.01.2012;Число мужчин на 1 января;Александровский район;14126,00
1;01.01.2012;Число мужчин на 1 января;г. Березники;68729,00
1;01.01.2012;Число мужчин на 1 января;Гремячинский район;5753,00
1;01.01.2012;Число мужчин на 1 января;Губахинский район;18938,00
1;01.01.2012;Число мужчин на 1 января;Добрянский район;26080,00
1;01.01.2012;Число мужчин на 1 января;Кизеловский район;10659,00
1;01.01.2012;Число мужчин на 1 января;Краснокамский район;31871,00
1;01.01.2012;Число мужчин на 1 января;г. Кунгур;30346,00
1;01.01.2012;Число мужчин на 1 января;Лысьвенский район;34840,00
1;01.01.2012;Число мужчин на 1 января;г. Соликамск;46300,00
1;01.01.2012;Число мужчин на 1 января;Чайковский район;47529,00
1;01.01.2013;Число мужчин на 1 января;Пермский край;1209073,00
1;01.01.2013;Число мужчин на 1 января;Гайнский район;6354,00
1;01.01.2013;Число мужчин на 1 января;Косинский район;3404,00
1;01.01.2013;Число мужчин на 1 января;Кочевский район;5475,00
1;01.01.2013;Число мужчин на 1 января;Кудымкарский район;12153,00
1;01.01.2013;Число мужчин на 1 января;Юрлинский район;4499,00
1;01.01.2013;Число мужчин на 1 января;Юсьвинский район;9143,00
1;01.01.2013;Число мужчин на 1 января;г. Кудымкар;13530,00
1;01.01.2013;Число мужчин на 1 января;Бардымский район;12008,00
1;01.01.2013;Число мужчин на 1 января;Березовский район;7913,00
1;01.01.2013;Число мужчин на 1 января;Большесосновский район;6188,00
1;01.01.2013;Число мужчин на 1 января;Верещагинский район;19417,00
1;01.01.2013;Число мужчин на 1 января;Горнозаводский район;11923,00
1;01.01.2013;Число мужчин на 1 января;Еловский район;4914,00
1;01.01.2013;Число мужчин на 1 января;Ильинский район;9175,00
1;01.01.2013;Число мужчин на 1 января;Карагайский район;10422,00
1;01.01.2013;Число мужчин на 1 января;Кишертский район;5909,00
1;01.01.2013;Число мужчин на 1 января;Красновишерский район;10266,00
1;01.01.2013;Число мужчин на 1 января;Куединский район;12589,00
1;01.01.2013;Число мужчин на 1 января;Кунгурский район;20526,00
1;01.01.2013;Число мужчин на 1 января;Нытвенский район;19661,00
1;01.01.2013;Число мужчин на 1 января;Октябрьский район;14002,00
1;01.01.2013;Число мужчин на 1 января;Ординский район;7310,00
1;01.01.2013;Число мужчин на 1 января;Осинский район;13858,00
1;01.01.2013;Число мужчин на 1 января;Оханский район;7636,00
1;01.01.2013;Число мужчин на 1 января;Очерский район;10617,00
1;01.01.2013;Число мужчин на 1 января;Пермский район;49563,00
1;01.01.2013;Число мужчин на 1 января;Сивинский район;6752,00
1;01.01.2013;Число мужчин на 1 января;Соликамский район;9497,00
1;01.01.2013;Число мужчин на 1 января;Суксунский район;9326,00
1;01.01.2013;Число мужчин на 1 января;Уинский район;5158,00
1;01.01.2013;Число мужчин на 1 января;Усольский район;6732,00
1;01.01.2013;Число мужчин на 1 января;Частинский район;6235,00
1;01.01.2013;Число мужчин на 1 января;Чердынский район;13021,00
1;01.01.2013;Число мужчин на 1 января;Чернушинский район;24060,00
1;01.01.2013;Число мужчин на 1 января;Чусовской район;33624,00
1;01.01.2013;Число мужчин на 1 января;г. Пермь;447846,00
1;01.01.2013;Число мужчин на 1 января;Александровский район;13856,00
1;01.01.2013;Число мужчин на 1 января;г. Березники;67999,00
1;01.01.2013;Число мужчин на 1 января;Гремячинский район;5529,00
1;01.01.2013;Число мужчин на 1 января;Губахинский район;18590,00
1;01.01.2013;Число мужчин на 1 января;Добрянский район;26144,00
1;01.01.2013;Число мужчин на 1 января;Кизеловский район;10331,00
1;01.01.2013;Число мужчин на 1 января;Краснокамский район;32490,00
1;01.01.2013;Число мужчин на 1 января;г. Кунгур;30403,00
1;01.01.2013;Число мужчин на 1 января;Лысьвенский район;34413,00
1;01.01.2013;Число мужчин на 1 января;г. Соликамск;46030,00
1;01.01.2013;Число мужчин на 1 января;Чайковский район;47688,00
1;01.01.2014;Число мужчин на 1 января;Пермский край;1210931,00
1;01.01.2014;Число мужчин на 1 января;Гайнский район;6208,00
1;01.01.2014;Число мужчин на 1 января;Косинский район;3372,00
1;01.01.2014;Число мужчин на 1 января;Кочевский район;5379,00
1;01.01.2014;Число мужчин на 1 января;Кудымкарский район;11869,00
1;01.01.2014;Число мужчин на 1 января;Юрлинский район;4428,00
1;01.01.2014;Число мужчин на 1 января;Юсьвинский район;9040,00
1;01.01.2014;Число мужчин на 1 января;г. Кудымкар;13709,00
1;01.01.2014;Число мужчин на 1 января;Бардымский район;11971,00
1;01.01.2014;Число мужчин на 1 января;Березовский район;7774,00
1;01.01.2014;Число мужчин на 1 января;Большесосновский район;6207,00
1;01.01.2014;Число мужчин на 1 января;Верещагинский район;19363,00
1;01.01.2014;Число мужчин на 1 января;Горнозаводский район;11802,00
1;01.01.2014;Число мужчин на 1 января;Еловский район;4795,00
1;01.01.2014;Число мужчин на 1 января;Ильинский район;9204,00
1;01.01.2014;Число мужчин на 1 января;Карагайский район;10364,00
1;01.01.2014;Число мужчин на 1 января;Кишертский район;5804,00
1;01.01.2014;Число мужчин на 1 января;Красновишерский район;10095,00
1;01.01.2014;Число мужчин на 1 января;Куединский район;12380,00
1;01.01.2014;Число мужчин на 1 января;Кунгурский район;20561,00
1;01.01.2014;Число мужчин на 1 января;Нытвенский район;19575,00
1;01.01.2014;Число мужчин на 1 января;Октябрьский район;13821,00
1;01.01.2014;Число мужчин на 1 января;Ординский район;7269,00
1;01.01.2014;Число мужчин на 1 января;Осинский район;13773,00
1;01.01.2014;Число мужчин на 1 января;Оханский район;7638,00
1;01.01.2014;Число мужчин на 1 января;Очерский район;10618,00
1;01.01.2014;Число мужчин на 1 января;Пермский район;49953,00
1;01.01.2014;Число мужчин на 1 января;Сивинский район;6751,00
1;01.01.2014;Число мужчин на 1 января;Соликамский район;9429,00
1;01.01.2014;Число мужчин на 1 января;Суксунский район;9278,00
1;01.01.2014;Число мужчин на 1 января;Уинский район;5071,00
1;01.01.2014;Число мужчин на 1 января;Усольский район;6764,00
1;01.01.2014;Число мужчин на 1 января;Частинский район;6228,00
1;01.01.2014;Число мужчин на 1 января;Чердынский район;12690,00
1;01.01.2014;Число мужчин на 1 января;Чернушинский район;24067,00
1;01.01.2014;Число мужчин на 1 января;Чусовской район;33463,00
1;01.01.2014;Число мужчин на 1 января;г. Пермь;453897,00
1;01.01.2014;Число мужчин на 1 января;Александровский район;13617,00
1;01.01.2014;Число мужчин на 1 января;г. Березники;67003,00
1;01.01.2014;Число мужчин на 1 января;Гремячинский район;5345,00
1;01.01.2014;Число мужчин на 1 января;Губахинский район;18165,00
1;01.01.2014;Число мужчин на 1 января;Добрянский район;26190,00
1;01.01.2014;Число мужчин на 1 января;Кизеловский район;10001,00
1;01.01.2014;Число мужчин на 1 января;Краснокамский район;32973,00
1;01.01.2014;Число мужчин на 1 января;г. Кунгур;30590,00
1;01.01.2014;Число мужчин на 1 января;Лысьвенский район;34124,00
1;01.01.2014;Число мужчин на 1 января;г. Соликамск;45835,00
1;01.01.2014;Число мужчин на 1 января;Чайковский район;47714,00
1;01.01.2015;Число мужчин на 1 января;Пермский край;1211735,00
1;01.01.2015;Число мужчин на 1 января;Гайнский район;6121,00
1;01.01.2015;Число мужчин на 1 января;Косинский район;3342,00
1;01.01.2015;Число мужчин на 1 января;Кочевский район;5304,00
1;01.01.2015;Число мужчин на 1 января;Кудымкарский район;11729,00
1;01.01.2015;Число мужчин на 1 января;Юрлинский район;4349,00
1;01.01.2015;Число мужчин на 1 января;Юсьвинский район;8841,00
1;01.01.2015;Число мужчин на 1 января;г. Кудымкар;13844,00
1;01.01.2015;Число мужчин на 1 января;Бардымский район;11790,00
1;01.01.2015;Число мужчин на 1 января;Березовский район;7678,00
1;01.01.2015;Число мужчин на 1 января;Большесосновский район;6112,00
1;01.01.2015;Число мужчин на 1 января;Верещагинский район;19321,00
1;01.01.2015;Число мужчин на 1 января;Горнозаводский район;11636,00
1;01.01.2015;Число мужчин на 1 января;Еловский район;4701,00
1;01.01.2015;Число мужчин на 1 января;Ильинский район;9149,00
1;01.01.2015;Число мужчин на 1 января;Карагайский район;10303,00
1;01.01.2015;Число мужчин на 1 января;Кишертский район;5763,00
1;01.01.2015;Число мужчин на 1 января;Красновишерский район;9931,00
1;01.01.2015;Число мужчин на 1 января;Куединский район;12259,00
1;01.01.2015;Число мужчин на 1 января;Кунгурский район;20372,00
1;01.01.2015;Число мужчин на 1 января;Нытвенский район;19504,00
1;01.01.2015;Число мужчин на 1 января;Октябрьский район;13760,00
1;01.01.2015;Число мужчин на 1 января;Ординский район;7204,00
1;01.01.2015;Число мужчин на 1 января;Осинский район;13783,00
1;01.01.2015;Число мужчин на 1 января;Оханский район;7562,00
1;01.01.2015;Число мужчин на 1 января;Очерский район;10637,00
1;01.01.2015;Число мужчин на 1 января;Пермский район;50582,00
1;01.01.2015;Число мужчин на 1 января;Сивинский район;6690,00
1;01.01.2015;Число мужчин на 1 января;Соликамский район;9366,00
1;01.01.2015;Число мужчин на 1 января;Суксунский район;9262,00
1;01.01.2015;Число мужчин на 1 января;Уинский район;5117,00
1;01.01.2015;Число мужчин на 1 января;Усольский район;6879,00
1;01.01.2015;Число мужчин на 1 января;Частинский район;6252,00
1;01.01.2015;Число мужчин на 1 января;Чердынский район;12404,00
1;01.01.2015;Число мужчин на 1 января;Чернушинский район;24130,00
1;01.01.2015;Число мужчин на 1 января;Чусовской район;33323,00
1;01.01.2015;Число мужчин на 1 января;г. Пермь;458070,00
1;01.01.2015;Число мужчин на 1 января;Александровский район;13432,00
1;01.01.2015;Число мужчин на 1 января;г. Березники;66183,00
1;01.01.2015;Число мужчин на 1 января;Гремячинский район;5239,00
1;01.01.2015;Число мужчин на 1 января;Губахинский район;17882,00
1;01.01.2015;Число мужчин на 1 января;Добрянский район;26077,00
1;01.01.2015;Число мужчин на 1 января;Кизеловский район;9681,00
1;01.01.2015;Число мужчин на 1 января;Краснокамский район;33390,00
1;01.01.2015;Число мужчин на 1 января;г. Кунгур;30532,00
1;01.01.2015;Число мужчин на 1 января;Лысьвенский район;33797,00
1;01.01.2015;Число мужчин на 1 января;г. Соликамск;45728,00
1;01.01.2015;Число мужчин на 1 января;Чайковский район;47932,00
1;01.01.2016;Число мужчин на 1 января;Пермский край;1209929,00
1;01.01.2016;Число мужчин на 1 января;Гайнский район;6044,00
1;01.01.2016;Число мужчин на 1 января;Косинский район;3312,00
1;01.01.2016;Число мужчин на 1 января;Кочевский район;5231,00
1;01.01.2016;Число мужчин на 1 января;Кудымкарский район;11563,00
1;01.01.2016;Число мужчин на 1 января;Юрлинский район;4301,00
1;01.01.2016;Число мужчин на 1 января;Юсьвинский район;8704,00
1;01.01.2016;Число мужчин на 1 января;г. Кудымкар;13944,00
1;01.01.2016;Число мужчин на 1 января;Бардымский район;12092,00
1;01.01.2016;Число мужчин на 1 января;Березовский район;7553,00
1;01.01.2016;Число мужчин на 1 января;Большесосновский район;6068,00
1;01.01.2016;Число мужчин на 1 января;Верещагинский район;19215,00
1;01.01.2016;Число мужчин на 1 января;Горнозаводский район;11533,00
1;01.01.2016;Число мужчин на 1 января;Еловский район;4656,00
1;01.01.2016;Число мужчин на 1 января;Ильинский район;9166,00
1;01.01.2016;Число мужчин на 1 января;Карагайский район;10210,00
1;01.01.2016;Число мужчин на 1 января;Кишертский район;5734,00
1;01.01.2016;Число мужчин на 1 января;Красновишерский район;9710,00
1;01.01.2016;Число мужчин на 1 января;Куединский район;12231,00
1;01.01.2016;Число мужчин на 1 января;Кунгурский район;20343,00
1;01.01.2016;Число мужчин на 1 января;Нытвенский район;19510,00
1;01.01.2016;Число мужчин на 1 января;Октябрьский район;13618,00
1;01.01.2016;Число мужчин на 1 января;Ординский район;7195,00
1;01.01.2016;Число мужчин на 1 января;Осинский район;13723,00
1;01.01.2016;Число мужчин на 1 января;Оханский район;7538,00
1;01.01.2016;Число мужчин на 1 января;Очерский район;10644,00
1;01.01.2016;Число мужчин на 1 января;Пермский район;50799,00
1;01.01.2016;Число мужчин на 1 января;Сивинский район;6639,00
1;01.01.2016;Число мужчин на 1 января;Соликамский район;9297,00
1;01.01.2016;Число мужчин на 1 января;Суксунский район;9307,00
1;01.01.2016;Число мужчин на 1 января;Уинский район;5133,00
1;01.01.2016;Число мужчин на 1 января;Усольский район;6877,00
1;01.01.2016;Число мужчин на 1 января;Частинский район;6300,00
1;01.01.2016;Число мужчин на 1 января;Чердынский район;12108,00
1;01.01.2016;Число мужчин на 1 января;Чернушинский район;24321,00
1;01.01.2016;Число мужчин на 1 января;Чусовской район;33081,00
1;01.01.2016;Число мужчин на 1 января;г. Пермь;459818,00
1;01.01.2016;Число мужчин на 1 января;Александровский район;13299,00
1;01.01.2016;Число мужчин на 1 января;г. Березники;65112,00
1;01.01.2016;Число мужчин на 1 января;Гремячинский район;5089,00
1;01.01.2016;Число мужчин на 1 января;Губахинский район;17593,00
1;01.01.2016;Число мужчин на 1 января;Добрянский район;26086,00
1;01.01.2016;Число мужчин на 1 января;Кизеловский район;9471,00
1;01.01.2016;Число мужчин на 1 января;Краснокамский район;33683,00
1;01.01.2016;Число мужчин на 1 января;г. Кунгур;30348,00
1;01.01.2016;Число мужчин на 1 января;Лысьвенский район;33520,00
1;01.01.2016;Число мужчин на 1 января;г. Соликамск;45494,00
1;01.01.2016;Число мужчин на 1 января;Чайковский район;47860,00
