737-3TO,04/17/2007,BOEING,1711,0,1094.0,12176.26644
737-3TO,04/17/2007,BOEING,1711,0,2195.0,23916.40174
737-3TO,09/02/2004,BOEING,775,0,1139.0,13077.49684
767-332,07/03/1990,BOEING,1982,0,1403.0,16716.21458
767-332,11/03/1998,BOEING,2159,0,3632.0,44177.99234
747-422,08/19/2004,BOEING,145,0,2519.0,31385.34868
767-332,07/25/1990,BOEING,1994,0,1164.0,12990.59248
767-332,11/06/1998,BOEING,2159,1,4457.0,53401.11988
747-422,01/23/1990,BOEING,145,0,2465.0,33841.20152
737-33A,07/05/2006,BOEING,2454,3,7277.0,78971.92314
767-332,07/27/1990,BOEING,1982,1,1458.0,16791.85356
767-332,03/05/1999,BOEING,229,0,4433.0,53671.489
747-422,02/24/2006,BOEING,157,0,1789.0,24149.75604
737-524,10/28/1994,BOEING,5,0,1050.0,12115.11152
737-524,02/21/1995,BOEING,629,0,147.0,1284.25332
737-524,04/14/1995,BOEING,1847,0,2094.0,23697.5315
737-524,08/27/1997,BOEING,643,0,967.0,11244.45858
737-524,09/30/1997,BOEING,1656,0,1652.0,16944.74086
737-524,08/11/1998,BOEING,1654,0,1055.0,12438.58886
767-332,01/08/1991,BOEING,1982,0,2168.0,24886.83376
767-332,04/22/1999,BOEING,229,0,4971.0,59136.80764
737-724,02/04/1999,BOEING,1847,0,3300.0,39789.32216
737-724,09/23/1999,BOEING,771,0,4404.0,49904.02406
767-332,01/23/1991,BOEING,1982,3,1483.0,17281.09292
767-332,05/07/1999,BOEING,2159,0,4113.0,48920.71732
747-422,03/01/2006,BOEING,145,0,486.0,6830.03896
767-332,05/22/2007,BOEING,1982,0,1070.0,12480.4317
747-422,12/27/2005,BOEING,62,0,801.0,10830.8582
DC-9-31,12/22/1986,DOUGLAS,876,0,409.0,4543.16682
767-332,10/10/2007,BOEING,1982,0,2548.0,29180.55288
747-422,02/23/2006,BOEING,40,0,810.0,10780.96866
767-332,02/26/2007,BOEING,1989,0,663.0,8323.50648
747-422,02/27/2006,BOEING,147,0,865.0,12145.68898
757-224,02/02/1995,BOEING,1637,0,1681.0,19524.51288
757-224,05/14/1997,BOEING,1669,0,1958.0,21891.85202
767-332,02/07/2007,BOEING,1989,0,709.0,8323.50648
747-422,02/22/2006,BOEING,40,0,535.0,6921.77134
737-824,11/06/1998,BOEING,1422,0,4305.0,52802.4454
737-824,12/18/1998,BOEING,749,0,1957.0,22709.39674
737-824,10/27/1999,BOEING,159,0,3215.0,41047.82604
767-332,11/10/1992,BOEING,127,0,389.0,4161.75324
747-422,10/25/1991,BOEING,1065,0,131.0,1556.23178
737-3TO,07/18/2006,BOEING,1683,0,883.0,10671.53354
767-332,05/03/1993,BOEING,127,0,1368.0,16647.01296
767-332,12/20/2004,BOEING,1982,1,2114.0,24965.69142
767-332,05/03/1995,BOEING,1989,0,1102.0,12708.95798
737-524,06/15/1994,BOEING,1605,0,632.0,7219.49924
737-524,12/09/1994,BOEING,1421,0,313.0,2969.2323
737-524,06/26/1998,BOEING,1873,0,1451.0,18737.54562
