Уровень календаря;Дата;Статистические показатели;ОКАТО;Значение
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Александровский район;27581,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;г. Березники;156304,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;13767,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;36601,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46456,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;19446,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;56591,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66087,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;65823,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;97208,00
1;01.01.2011;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;82861,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Пермский край;1969985,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;г. Кудымкар;29561,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Верещагинский район;22085,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Горнозаводский район;24141,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Ильинский район;3763,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Красновишерский район;16111,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Нытвенский район;30476,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Октябрьский район;14982,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Осинский район;21083,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Оханский район;7301,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Очерский район;17419,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Суксунский район;7986,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Усольский район;5705,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Чердынский район;10087,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Чернушинский район;33169,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Чусовской район;54886,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;г. Пермь;1000672,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Александровский район;27133,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;г. Березники;154632,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;10739,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;35819,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46322,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;18560,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;57142,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66316,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;65069,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;96759,00
1;01.01.2012;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;82866,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Пермский край;1978502,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;г. Кудымкар;30162,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Верещагинский район;22447,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Горнозаводский район;23830,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Ильинский район;3709,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Красновишерский район;16127,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Нытвенский район;30373,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Октябрьский район;14942,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Осинский район;21000,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Оханский район;7205,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Очерский район;17346,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Суксунский район;8090,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Усольский район;5738,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Чердынский район;9964,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Чернушинский район;32807,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Чусовской район;54500,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;г. Пермь;1013887,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Александровский район;26719,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;г. Березники;152966,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;10325,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;35087,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46212,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;17877,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;57932,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66478,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;64430,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;96306,00
1;01.01.2013;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;82900,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Пермский край;1985784,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;г. Кудымкар;30525,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Верещагинский район;22448,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Горнозаводский район;23579,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Ильинский район;3627,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Красновишерский район;15917,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Нытвенский район;30311,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Октябрьский район;14941,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Осинский район;20990,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Оханский район;7129,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Очерский район;17307,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Суксунский район;8120,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Усольский район;5814,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Чердынский район;9868,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Чернушинский район;32669,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Чусовской район;54295,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;г. Пермь;1026477,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Александровский район;26365,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;г. Березники;150696,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;10027,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;34291,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46226,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;17213,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;58515,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66765,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;64038,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;95828,00
1;01.01.2014;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;82930,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Пермский край;1991808,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;г. Кудымкар;30739,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Верещагинский район;22328,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Горнозаводский район;23299,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Ильинский район;3597,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Красновишерский район;15733,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Нытвенский район;30286,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Октябрьский район;14899,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Осинский район;21201,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Оханский район;7096,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Очерский район;17349,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Суксунский район;8157,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Усольский район;5979,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Чердынский район;9826,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Чернушинский район;32687,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Чусовской район;54077,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;г. Пермь;1036469,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Александровский район;26023,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;г. Березники;148955,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;9840,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;33752,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46216,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;16642,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;58836,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66606,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;63558,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;95514,00
1;01.01.2015;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;83202,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Пермский край;1991998,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;г. Кудымкар;31007,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Верещагинский район;22261,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Горнозаводский район;23077,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Ильинский район;3566,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Красновишерский район;15643,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Нытвенский район;30218,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Октябрьский район;14907,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Осинский район;21143,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Оханский район;7098,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Очерский район;17377,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Суксунский район;8158,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Усольский район;6110,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Чердынский район;9631,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Чернушинский район;32982,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Чусовской район;53832,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;г. Пермь;1041876,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Александровский район;25668,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;г. Березники;146627,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Гремячинский район;9625,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Губахинский район;33131,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Добрянский район;46170,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Кизеловский район;16173,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Краснокамский район;59028,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;г. Кунгур;66311,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Лысьвенский район;63083,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;г. Соликамск;95191,00
1;01.01.2016;Численность постоянного городского населения по состоянию на 1 января;Чайковский район;83056,00
